03 06 98,09 29 07.000750934,32.69857173,-117.2081279,74,346.1,110.53,2.3744,276.63,-0.5,0
03 06 98,09 29 08.000764226,32.69852173,-117.2081173,74,347.2,109.5,2.3753,276.7,-0.5,0
03 06 98,09 29 09.000777515,32.69847562,-117.2081112,74,348.8,107.96,2.3759,276.76,-0.5,0
03 06 98,09 29 10.000790802,32.69843006,-117.2081068,74,350.7,106.13,2.3764,276.83,-0.5,0
03 06 98,09 29 11.000804087,32.69837923,-117.2080965,69,349.7,107.2,2.3773,276.9,-0.5,0
03 06 98,09 29 12.000817374,32.69833423,-117.2080751,73,344.7,112.26,2.3787,276.96,-0.5,0
03 06 98,09 29 13.000830663,32.69828868,-117.2080601,77,346,111.02,2.3798,277.02,-0.5,0
03 06 98,09 29 14.000843953,32.6982409,-117.2080537,78,348.5,108.59,2.3805,277.09,-0.5,0
03 06 98,09 29 15.000857244,32.6981909,-117.2080482,77,350.3,106.86,2.3811,277.16,-0.5,0
03 06 98,09 29 16.000870531,32.6981434,-117.2080332,76,347.2,110.03,2.3823,277.23,-0.5,0
03 06 98,09 29 17.000883814,32.69809201,-117.2080146,68,345.9,111.4,2.3836,277.3,-0.5,0
03 06 98,09 29 18.000897096,32.69804284,-117.2080046,68,347.9,109.47,2.3845,277.37,-0.5,0
03 06 98,09 29 19.000910380,32.69799451,-117.2079996,71,350.2,107.23,2.3851,277.43,-0.5,0
03 06 98,09 29 20.000923672,32.69794562,-117.2079873,68,348.3,109.2,2.3861,277.5,-0.5,0
03 06 98,09 29 21.000936965,32.69789729,-117.2079715,69,347.2,110.37,2.3873,277.57,-0.5,0
03 06 98,09 29 22.000950252,32.69783368,-117.2079571,76,348.3,109.36,2.3885,277.66,-0.5,0
03 06 98,09 29 23.000963537,32.69777812,-117.2079507,80,350.7,107.03,2.3893,277.73,-0.5,0
03 06 98,09 29 24.000976829,32.69773173,-117.2079373,79,347.9,109.9,2.3903,277.8,-0.5,0
03 06 98,09 29 25.000990116,32.6976909,-117.2079182,86,345.1,112.75,2.3916,277.85,-0.5,0
03 06 98,09 29 26.000003404,32.6976434,-117.2079087,92,348.2,109.72,2.3925,277.92,-0.5,0
03 06 98,09 29 27.000016684,32.69759423,-117.2079004,91,348.7,109.29,2.3933,277.99,-0.5,0
03 06 98,09 29 28.000029967,32.69754701,-117.2078851,90,346.6,111.45,2.3944,278.05,-0.5,0
03 06 98,09 29 29.000043251,32.6975009,-117.2078734,89,347.8,110.31,2.3954,278.11,-0.5,0
03 06 98,09 29 30.000056539,32.69745034,-117.207869,86,351,107.18,2.3961,278.18,-0.5,0
03 06 98,09 29 31.000069826,32.69740118,-117.2078612,85,350.5,107.75,2.3969,278.25,-0.5,0
03 06 98,09 29 32.000083109,32.69733979,-117.2078434,84,348.4,109.94,2.3983,278.34,-0.5,0
03 06 98,09 29 33.000096391,32.69728451,-117.2078246,84,347,111.41,2.3997,278.41,-0.5,0
03 06 98,09 29 34.000109674,32.69723562,-117.2078182,79,350.3,108.18,2.4005,278.48,-0.5,0
03 06 98,09 29 35.000122955,32.6971909,-117.2078084,77,348.6,109.94,2.4014,278.54,-0.5,0
03 06 98,09 29 36.000136243,32.69715895,-117.2077993,84,348.5,110.08,2.4021,278.58,-0.5,0
03 06 98,09 29 37.000149527,32.6971134,-117.2077857,87,347.5,111.15,2.4032,278.65,-0.5,0
03 06 98,09 29 38.000162809,32.69707006,-117.2077787,100,349.7,109.01,2.404,278.71,-0.5,0
03 06 98,09 29 39.000176095,32.69702812,-117.2077726,104,350.6,108.16,2.4046,278.76,-0.5,0
03 06 98,09 29 40.000189377,32.69697784,-117.2077582,98,348.2,110.63,2.4058,278.83,-0.49,0
03 06 98,09 29 41.000202654,32.6969359,-117.2077373,103,344.1,114.79,2.4073,278.89,-0.49,0
03 06 98,09 29 42.000215938,32.6968884,-117.2077257,104,347.7,111.25,2.4083,278.95,-0.49,0
03 06 98,09 29 43.000229218,32.69683951,-117.2077179,105,348.5,110.52,2.4091,279.02,-0.49,0
03 06 98,09 29 44.000242506,32.69679201,-117.2077071,108,348.6,110.48,2.4101,279.08,-0.49,0
03 06 98,09 29 45.000255792,32.6967459,-117.207694,109,347.7,111.45,2.4112,279.15,-0.49,0
03 06 98,09 29 46.000269077,32.69669423,-117.2076915,109,352.7,106.52,2.4118,279.22,-0.49,0
03 06 98,09 29 47.000282365,32.69663923,-117.2076871,105,352.8,106.49,2.4126,279.29,-0.49,0
03 06 98,09 29 48.000295653,32.69659312,-117.2076718,106,349.3,110.06,2.4138,279.36,-0.49,0
03 06 98,09 29 49.000308938,32.69653451,-117.2076507,118,347.3,112.13,2.4154,279.43,-0.49,0
03 06 98,09 29 50.000322227,32.6964759,-117.2076429,116,350.9,108.61,2.4164,279.51,-0.49,0
03 06 98,09 29 51.000335512,32.69642534,-117.2076348,111,350.3,109.28,2.4173,279.58,-0.49,0
03 06 98,09 29 52.000348798,32.69638173,-117.2076221,113,349,110.64,2.4184,279.64,-0.49,0
03 06 98,09 29 53.000362091,32.69633812,-117.2076118,115,349.4,110.3,2.4193,279.7,-0.49,0
03 06 98,09 29 54.000375380,32.69629034,-117.2076057,114,351,108.77,2.4201,279.77,-0.49,0
03 06 98,09 29 55.000388671,32.69623923,-117.2075946,112,349.9,109.94,2.4212,279.84,-0.49,0
03 06 98,09 29 56.000401964,32.69619284,-117.2075818,112,349.2,110.7,2.4223,279.9,-0.49,0
03 06 98,09 29 57.000415256,32.69615173,-117.2075729,113,349.2,110.75,2.4232,279.95,-0.49,0
03 06 98,09 29 58.000428542,32.69610368,-117.2075612,112,349.1,110.92,2.4243,280.02,-0.49,0
03 06 98,09 29 59.000441830,32.69605534,-117.2075529,112,350.1,109.98,2.4252,280.08,-0.49,0
03 06 98,09 30 00.000455121,32.69600284,-117.2075476,110,352.2,107.96,2.426,280.16,-0.49,0
03 06 98,09 30 01.000468409,32.69595173,-117.2075351,107,350,110.22,2.4272,280.22,-0.49,0
03 06 98,09 30 02.000481697,32.6959034,-117.2075198,109,348.5,111.79,2.4285,280.29,-0.49,0
03 06 98,09 30 03.000494982,32.69585062,-117.2075109,105,350.5,109.86,2.4295,280.36,-0.49,0
03 06 98,09 30 04.000508267,32.69580256,-117.2075046,103,351.2,109.22,2.4303,280.42,-0.49,0
03 06 98,09 30 05.000521550,32.69575312,-117.2074996,103,352.6,107.89,2.4311,280.49,-0.49,0
03 06 98,09 30 06.000534838,32.69570034,-117.2074898,94,351.5,109.06,2.4322,280.56,-0.49,0
03 06 98,09 30 07.000548122,32.69564923,-117.2074721,91,348.1,112.53,2.4336,280.63,-0.49,0
03 06 98,09 30 08.000561407,32.6955934,-117.2074551,96,348.1,112.6,2.4351,280.7,-0.49,0
03 06 98,09 30 09.000574698,32.6955409,-117.2074512,98,351.7,109.08,2.4359,280.78,-0.49,0
03 06 98,09 30 10.000587982,32.69549145,-117.2074421,99,350.3,110.54,2.4369,280.84,-0.49,0
03 06 98,09 30 11.000601274,32.69544451,-117.2074304,96,349.9,111,2.438,280.9,-0.49,0
03 06 98,09 30 12.000614562,32.69539784,-117.2074209,94,350.2,110.77,2.439,280.97,-0.49,0
03 06 98,09 30 13.000627844,32.69534812,-117.2074098,92,349.7,111.33,2.4401,281.03,-0.49,0
03 06 98,09 30 14.000641130,32.69530006,-117.2073996,92,350.2,110.9,2.4412,281.1,-0.49,0
03 06 98,09 30 15.000654411,32.69525229,-117.2073823,93,346.9,114.26,2.4426,281.16,-0.49,0
03 06 98,09 30 16.000667690,32.69520479,-117.2073687,93,347.7,113.52,2.4438,281.22,-0.49,0
03 06 98,09 30 17.000680981,32.6951584,-117.2073679,96,352.2,109.08,2.4444,281.28,-0.49,0
03 06 98,09 30 18.000694267,32.69510701,-117.2073629,93,352.2,109.15,2.4453,281.35,-0.49,0
03 06 98,09 30 19.000707548,32.69506284,-117.2073451,89,347.3,114.11,2.4467,281.41,-0.49,0
03 06 98,09 30 20.000720825,32.69501951,-117.2073357,90,350,111.47,2.4477,281.47,-0.49,0
03 06 98,09 30 21.000734108,32.69496923,-117.2073326,91,352.3,109.24,2.4484,281.54,-0.49,0
03 06 98,09 30 22.000747384,32.69492034,-117.2073268,90,352.3,109.3,2.4493,281.6,-0.49,0
03 06 98,09 30 23.000760667,32.69487645,-117.2073126,90,349,112.66,2.4505,281.66,-0.49,0
03 06 98,09 30 24.000773952,32.69483034,-117.2073043,92,351,110.72,2.4515,281.72,-0.49,0
03 06 98,09 30 25.000787232,32.69477673,-117.2072934,87,349.9,111.89,2.4527,281.79,-0.49,0
03 06 98,09 30 26.000800512,32.69472756,-117.2072823,88,349.7,112.15,2.4539,281.85,-0.49,0
03 06 98,09 30 27.000813801,32.69468006,-117.2072834,89,354.7,107.22,2.4544,281.92,-0.49,0
03 06 98,09 30 28.000827081,32.69463034,-117.2072818,83,354.3,107.69,2.4551,281.99,-0.49,0
03 06 98,09 30 29.000840366,32.69457479,-117.2072721,90,352.8,109.26,2.4563,282.06,-0.49,0
03 06 98,09 30 30.000853650,32.69452118,-117.2072568,94,350.2,111.93,2.4577,282.13,-0.49,0
03 06 98,09 30 31.000866936,32.69447673,-117.2072471,93,351,111.19,2.4587,282.19,-0.49,0
03 06 98,09 30 32.000880220,32.69442979,-117.2072468,96,354,108.25,2.4594,282.25,-0.49,0
