Pedestal Latitude (deg):  ,32.70326358,,,,,,,,,,,,
Pedestal Longitude (deg): ,-117.2549643,,,,,,,,,,,,
Pedestal Height (m):      ,121.1730672,,,,,,,,,,,,
Date(mm dd yy),Time(hh mm ss.fsec,Latitude(deg),Longitude(deg),GPSAlt(m),GPSHdg(deg),Tgt Aspect(deg),Range(NMi),Azimuth(deg),Elevation(deg),Tgt Command Alt(m),,,
03 06 98,10 31 34.000518311,32.68494034,-117.1789821,72,256.8,209.08,3.9854,285.88,-0.32,0,,,
03 06 98,10 31 35.000531594,32.68495145,-117.1789218,69,257.4,208.46,3.9881,285.86,-0.32,0,,,
03 06 98,10 31 36.000544878,32.68496118,-117.1788776,77,255.8,210.05,3.9901,285.85,-0.32,0,,,
03 06 98,10 31 37.000558160,32.68496784,-117.1788207,78,258.3,207.53,3.9928,285.83,-0.32,0,,,
03 06 98,10 31 41.000611306,32.68498062,-117.1787718,82,254.4,211.41,3.9949,285.81,-0.32,0,,,
03 06 98,10 31 42.000624589,32.68501145,-117.1785004,66,258.8,206.93,4.0076,285.73,-0.32,0,,,
03 06 98,10 31 43.000637869,32.68502201,-117.1784437,65,258.1,207.61,4.0102,285.71,-0.32,0,,,
03 06 98,10 31 44.000651149,32.68503312,-117.1783865,61,257.1,208.59,4.0128,285.69,-0.32,0,,,
03 06 98,10 31 45.000664432,32.6850409,-117.1783298,61,258.3,207.37,4.0155,285.67,-0.32,0,,,
03 06 98,10 31 46.000677710,32.68505784,-117.1782807,64,252.4,213.25,4.0176,285.65,-0.32,0,,,
03 06 98,10 31 47.000690991,32.68507229,-117.1782215,58,253.9,211.73,4.0202,285.63,-0.32,0,,,
03 06 98,10 31 48.000704283,32.68506895,-117.1781551,50,261.8,203.81,4.0235,285.61,-0.32,0,,,
03 06 98,10 31 49.000717570,32.68507312,-117.1781004,50,259.4,206.2,4.0261,285.6,-0.32,0,,,
03 06 98,10 31 50.000730863,32.68508923,-117.1780451,48,255.7,209.88,4.0285,285.58,-0.32,0,,,
03 06 98,10 31 51.000744152,32.68509229,-117.1779893,42,260.4,205.16,4.0312,285.56,-0.32,0,,,
03 06 98,10 31 52.000757440,32.68510062,-117.1779371,43,257.6,207.95,4.0336,285.55,-0.32,0,,,
03 06 98,10 31 53.000770731,32.68511284,-117.1778779,40,256.4,209.13,4.0363,285.53,-0.32,0,,,
03 06 98,10 31 54.000784013,32.68512812,-117.1778312,41,252.8,212.7,4.0383,285.5,-0.32,0,,,
03 06 98,10 31 55.000797298,32.68513395,-117.1777721,36,257.5,207.99,4.0411,285.49,-0.32,0,,,
03 06 98,10 31 56.000810577,32.68513423,-117.1777087,28,260.6,204.88,4.0442,285.48,-0.32,0,,,
03 06 98,10 31 57.000823856,32.68514229,-117.1776462,24,259,206.46,4.0471,285.46,-0.32,0,,,
03 06 98,10 31 58.000837133,32.68515562,-117.1775929,22,255.9,209.54,4.0495,285.44,-0.32,0,,,
03 06 98,10 31 59.000850415,32.68516673,-117.1775437,17,255.6,209.82,4.0517,285.42,-0.32,0,,,
03 06 98,10 32 00.000863691,32.68517256,-117.1774798,12,258,207.4,4.0547,285.4,-0.32,0,,,
03 06 98,10 32 01.000876969,32.68518201,-117.1774229,11,256.7,208.68,4.0574,285.38,-0.32,0,,,
03 06 98,10 32 02.000890251,32.68519562,-117.1773743,11,253.7,211.66,4.0595,285.36,-0.32,0,,,
03 06 98,10 32 03.000903530,32.68520451,-117.1773193,10,256,209.34,4.0621,285.34,-0.32,0,,,
03 06 98,10 32 04.000916811,32.68520451,-117.1772526,7,261.2,204.13,4.0653,285.33,-0.31,0,,,
03 06 98,10 32 05.000930089,32.68521395,-117.1771951,7,257.2,208.11,4.068,285.31,-0.31,0,,,
03 06 98,10 32 06.000943375,32.68522868,-117.1771373,5,255.5,209.79,4.0706,285.29,-0.31,0,,,
03 06 98,10 32 07.000956664,32.68523423,-117.1770787,1,258.5,206.78,4.0733,285.28,-0.31,0,,,
03 06 98,10 32 08.000969862,32.68524506,-117.1770282,2,255.5,209.76,4.0756,285.26,-0.31,0,,,
03 06 98,10 32 09.000983155,32.68526256,-117.1769759,5,252.5,212.73,4.0779,285.23,-0.31,0,,,
03 06 98,10 32 10.000996439,32.68527506,-117.1769232,3,252.8,212.41,4.0803,285.21,-0.31,0,,,
03 06 98,10 32 11.000009724,32.68527923,-117.1768623,1,257.5,207.7,4.0832,285.2,-0.31,0,,,
03 06 98,10 32 12.000022995,32.6852959,-117.1768162,8,249.8,215.38,4.0852,285.18,-0.31,0,,,
03 06 98,10 32 13.000036278,32.68531812,-117.1767723,11,247,218.15,4.0869,285.15,-0.31,0,,,
03 06 98,10 32 14.000049559,32.68532701,-117.1767265,12,250.6,214.53,4.089,285.13,-0.31,0,,,
03 06 98,10 32 15.000062842,32.6853334,-117.1766743,11,252.9,212.22,4.0915,285.12,-0.31,0,,,
03 06 98,10 32 16.000076127,32.68533729,-117.1766023,3,258.4,206.7,4.0949,285.1,-0.31,0,,,
03 06 98,10 32 17.000089413,32.68534034,-117.1765351,-4,260.3,204.79,4.0982,285.09,-0.31,0,,,
03 06 98,10 32 18.000102703,32.68535173,-117.1764812,-4,256.8,208.27,4.1006,285.07,-0.31,0,,,
03 06 98,10 32 19.000115987,32.68536868,-117.1764468,2,251.1,213.95,4.102,285.05,-0.31,0,,,
03 06 98,10 32 20.000129269,32.6853709,-117.1763762,-3,260.2,204.83,4.1055,285.03,-0.31,0,,,
03 06 98,10 32 21.000142558,32.68537201,-117.1762965,-12,261.5,203.52,4.1093,285.02,-0.31,0,,,
03 06 98,10 32 22.000155848,32.68538451,-117.1762359,-11,257.8,207.2,4.1121,285,-0.31,0,,,
03 06 98,10 32 23.000169136,32.6854009,-117.1761923,-6,253.4,211.58,4.114,284.98,-0.31,0,,,
03 06 98,10 32 24.000182427,32.68541173,-117.176139,-7,255.5,209.46,4.1164,284.96,-0.31,0,,,
03 06 98,10 32 25.000195718,32.68541618,-117.1760709,-10,258.7,206.24,4.1197,284.94,-0.31,0,,,
03 06 98,10 32 26.000209007,32.6854309,-117.1760151,-5,254.2,210.72,4.1222,284.92,-0.31,0,,,
03 06 98,10 32 27.000222301,32.6854484,-117.1759662,-2,251.8,213.1,4.1243,284.9,-0.31,0,,,
03 06 98,10 32 28.000235597,32.68545923,-117.1759134,-2,253.7,211.18,4.1267,284.88,-0.31,0,,,
03 06 98,10 32 29.000248890,32.6854709,-117.175854,-2,253.7,211.16,4.1294,284.86,-0.31,0,,,
03 06 98,10 32 30.000262175,32.68548173,-117.1757973,-4,254.2,210.64,4.132,284.84,-0.31,0,,,
03 06 98,10 32 31.000275465,32.68549645,-117.1757476,-1,251.4,213.42,4.1342,284.82,-0.31,0,,,
03 06 98,10 32 32.000288753,32.68551062,-117.1756998,3,251.2,213.6,4.1363,284.8,-0.31,0,,,
03 06 98,10 32 33.000302039,32.68551923,-117.1756476,8,253.6,211.18,4.1388,284.78,-0.31,0,,,
03 06 98,10 32 34.000315332,32.68553368,-117.175589,6,252,212.76,4.1414,284.76,-0.31,0,,,
03 06 98,10 32 35.000328619,32.68553895,-117.1755393,11,256,208.75,4.1438,284.75,-0.31,0,,,
03 06 98,10 32 36.000341903,32.68554395,-117.1754848,15,257,207.74,4.1463,284.74,-0.31,0,,,
03 06 98,10 32 37.000355186,32.68556145,-117.1754309,19,252.2,212.51,4.1487,284.71,-0.31,0,,,
03 06 98,10 32 38.000368472,32.68557395,-117.1753843,23,252.9,211.79,4.1508,284.69,-0.31,0,,,
03 06 98,10 32 39.000381759,32.68558923,-117.175344,31,249,215.67,4.1525,284.67,-0.31,0,,,
03 06 98,10 32 40.000395043,32.68559673,-117.1752882,32,254.9,209.76,4.1552,284.66,-0.31,0,,,
03 06 98,10 32 41.000408329,32.68560506,-117.175239,36,253.5,211.14,4.1574,284.64,-0.31,0,,,
03 06 98,10 32 42.000421615,32.68561756,-117.1751823,35,253.9,210.72,4.16,284.62,-0.31,0,,,
03 06 98,10 32 43.000434905,32.68562784,-117.1751254,31,255.1,209.51,4.1626,284.61,-0.31,0,,,
03 06 98,10 32 44.000448191,32.68563451,-117.1750732,35,256.7,207.89,4.1651,284.59,-0.31,0,,,
03 06 98,10 32 45.000461473,32.6856484,-117.1750173,40,253.8,210.77,4.1676,284.57,-0.31,0,,,
03 06 98,10 32 46.000474763,32.68565923,-117.1749651,42,255,209.55,4.17,284.55,-0.31,0,,,
03 06 98,10 32 47.000488043,32.68566729,-117.1749098,41,255.8,208.74,4.1726,284.54,-0.31,0,,,
03 06 98,10 32 48.000501320,32.68567979,-117.1748548,43,254.5,210.02,4.1751,284.52,-0.31,0,,,
03 06 98,10 32 49.000514604,32.6856959,-117.1748007,45,252.3,212.19,4.1775,284.49,-0.31,0,,,
03 06 98,10 32 50.000527886,32.68570979,-117.1747609,51,250.1,214.38,4.1792,284.48,-0.31,0,,,
03 06 98,10 32 51.000541167,32.68572118,-117.1747162,53,251.2,213.26,4.1813,284.46,-0.31,0,,,
03 06 98,10 32 52.000554454,32.68573312,-117.1746565,51,252.6,211.84,4.184,284.44,-0.31,0,,,
03 06 98,10 32 53.000567731,32.68574562,-117.1746018,54,252.4,212.02,4.1865,284.42,-0.31,0,,,
03 06 98,10 32 54.000581007,32.6857609,-117.1745451,54,251.6,212.8,4.189,284.4,-0.31,0,,,
03 06 98,10 32 55.000594289,32.68577423,-117.1744912,53,251.8,212.58,4.1915,284.38,-0.31,0,,,
03 06 98,10 32 56.000607568,32.6857859,-117.1744321,52,253.1,211.26,4.1942,284.36,-0.31,0,,,
03 06 98,10 32 57.000620846,32.68579895,-117.1743748,53,252.7,211.64,4.1968,284.34,-0.31,0,,,
03 06 98,10 32 58.000634128,32.68581062,-117.1743223,55,252.8,211.52,4.1992,284.32,-0.31,0,,,
03 06 98,10 32 59.000647407,32.68582506,-117.1742701,58,251.5,212.8,4.2016,284.3,-0.31,0,,,
03 06 98,10 33 00.000660690,32.68583895,-117.1742134,60,252,212.28,4.2041,284.28,-0.31,0,,,
03 06 98,10 33 01.000673973,32.68584729,-117.1741504,58,255.6,208.66,4.2071,284.26,-0.31,0,,,
03 06 98,10 33 02.000687254,32.68585201,-117.1740812,57,258.5,205.75,4.2104,284.25,-0.31,0,,,
03 06 98,10 33 03.000700536,32.68586812,-117.1740201,56,253.9,210.32,4.2132,284.22,-0.31,0,,,
03 06 98,10 33 04.000713820,32.68588229,-117.1739721,57,253.6,210.61,4.2153,284.21,-0.31,0,,,
03 06 98,10 33 05.000727105,32.68589506,-117.1739207,61,252.8,211.39,4.2177,284.19,-0.31,0,,,
03 06 98,10 33 06.000740393,32.68591256,-117.1738721,64,249.7,214.46,4.2198,284.16,-0.31,0,,,
03 06 98,10 33 07.000753683,32.68592701,-117.1738234,70,250,214.15,4.2219,284.15,-0.31,0,,,
03 06 98,10 33 08.000766971,32.68593784,-117.1737609,70,253.2,210.93,4.2249,284.13,-0.31,0,,,
03 06 98,10 33 09.000780260,32.68594645,-117.1736979,68,255.3,208.81,4.2278,284.11,-0.31,0,,,
03 06 98,10 33 10.000793549,32.68595923,-117.1736446,68,253.3,210.79,4.2302,284.09,-0.31,0,,,
03 06 98,10 33 11.000806839,32.68597673,-117.1735893,67,251.2,212.87,4.2327,284.07,-0.31,0,,,
03 06 98,10 33 12.000820121,32.68598312,-117.1735165,59,257.8,206.25,4.2362,284.05,-0.3,0,,,
03 06 98,10 33 13.000833407,32.68598756,-117.1734518,58,258.9,205.14,4.2393,284.04,-0.3,0,,,
03 06 98,10 33 14.000846690,32.68600229,-117.1733982,61,254.8,209.22,4.2417,284.02,-0.3,0,,,
03 06 98,10 33 15.000859977,32.6860159,-117.1733421,58,254.9,209.1,4.2443,284,-0.3,0,,,
03 06 98,10 33 16.000873259,32.68602229,-117.1732779,53,258.3,205.68,4.2473,283.98,-0.3,0,,,
03 06 98,10 33 17.000886548,32.68603506,-117.1732204,55,255.3,208.66,4.2499,283.96,-0.3,0,,,
03 06 98,10 33 18.000899832,32.6860559,-117.1731798,58,249,214.94,4.2516,283.94,-0.3,0,,,
03 06 98,10 33 19.000913114,32.68606868,-117.1731362,61,251.5,212.42,4.2536,283.92,-0.3,0,,,
03 06 98,10 33 20.000926400,32.68607451,-117.1730773,61,255.7,208.21,4.2564,283.91,-0.3,0,,,
03 06 98,10 33 21.000939684,32.6860834,-117.1730143,56,256.4,207.49,4.2594,283.89,-0.3,0,,,
03 06 98,10 33 22.000952966,32.68609784,-117.1729646,59,252.9,210.97,4.2616,283.87,-0.3,0,,,
03 06 98,10 33 23.000966247,32.68611118,-117.1729176,64,252.8,211.05,4.2637,283.85,-0.3,0,,,
03 06 98,10 33 24.000979532,32.68612284,-117.1728648,66,253.4,210.43,4.2661,283.83,-0.3,0,,,
03 06 98,10 33 25.000992809,32.68613701,-117.1728146,68,251.8,212.01,4.2684,283.81,-0.3,0,,,
03 06 98,10 33 26.000006091,32.6861484,-117.1727584,66,253.9,209.9,4.271,283.8,-0.3,0,,,
03 06 98,10 33 27.000019354,32.6861559,-117.1726982,65,256.5,207.28,4.2738,283.78,-0.3,0,,,
03 06 98,10 33 28.000032645,32.68616618,-117.1726454,66,255.6,208.16,4.2763,283.76,-0.3,0,,,
03 06 98,10 33 29.000045935,32.6861809,-117.1725854,64,254.6,209.14,4.279,283.74,-0.3,0,,,
03 06 98,10 33 30.000059219,32.6861909,-117.1725234,57,256.7,207.03,4.2819,283.73,-0.3,0,,,
03 06 98,10 33 31.000072500,32.68619395,-117.1724579,54,260.7,203.01,4.2851,283.71,-0.3,0,,,
03 06 98,10 33 32.000085788,32.68621034,-117.1724079,57,253.9,209.79,4.2873,283.69,-0.3,0,,,
03 06 98,10 33 33.000099072,32.68623284,-117.1723651,58,249.2,214.47,4.2891,283.67,-0.3,0,,,
03 06 98,10 33 34.000112354,32.68624423,-117.1723123,63,253.5,210.15,4.2915,283.65,-0.3,0,,,
03 06 98,10 33 35.000125634,32.68626534,-117.1722723,65,245,218.63,4.2932,283.63,-0.3,0,,,
03 06 98,10 33 36.000138915,32.68627812,-117.1722243,67,250.6,213.01,4.2954,283.61,-0.3,0,,,
03 06 98,10 33 37.000152193,32.68628951,-117.1721704,70,251,212.59,4.2979,283.59,-0.3,0,,,
03 06 98,10 33 38.000165470,32.68630256,-117.1721146,73,252.4,211.17,4.3004,283.57,-0.3,0,,,
03 06 98,10 33 39.000178750,32.68631618,-117.1720623,73,251.9,211.66,4.3028,283.56,-0.3,0,,,
03 06 98,10 33 40.000192025,32.68631868,-117.1719907,68,260.1,203.44,4.3063,283.54,-0.3,0,,,
03 06 98,10 33 41.000205307,32.68632923,-117.1719271,66,256.9,206.62,4.3093,283.52,-0.3,0,,,
03 06 98,10 33 42.000218583,32.68634895,-117.1718734,66,253.1,210.4,4.3116,283.5,-0.3,0,,,
03 06 98,10 33 43.000231862,32.68635756,-117.1718146,63,257.5,205.98,4.3144,283.48,-0.3,0,,,
03 06 98,10 33 44.000245144,32.68637201,-117.1717612,64,253.6,209.87,4.3168,283.47,-0.3,0,,,
03 06 98,10 33 45.000258427,32.68638423,-117.1717034,63,255.5,207.95,4.3195,283.45,-0.3,0,,,
03 06 98,10 33 46.000271707,32.68638979,-117.1716396,60,259.2,204.23,4.3226,283.43,-0.3,0,,,
03 06 98,10 33 47.000284989,32.68640229,-117.1715812,59,256.5,206.91,4.3253,283.41,-0.3,0,,,
03 06 98,10 33 48.000298270,32.68641729,-117.1715284,59,255.1,208.29,4.3276,283.39,-0.3,0,,,
03 06 98,10 33 49.000311548,32.68642173,-117.1714732,61,259.6,203.78,4.3303,283.38,-0.3,0,,,
03 06 98,10 33 50.000324830,32.68643645,-117.1714179,63,254.4,208.96,4.3328,283.36,-0.3,0,,,
03 06 98,10 33 51.000338115,32.68645451,-117.1713696,61,252.7,210.64,4.3349,283.34,-0.3,0,,,
03 06 98,10 33 52.000351399,32.68646229,-117.1713223,63,256,207.33,4.3372,283.33,-0.3,0,,,
03 06 98,10 33 53.000364680,32.68647506,-117.1712768,70,252.9,210.41,4.3392,283.31,-0.3,0,,,
03 06 98,10 33 54.000377964,32.68648979,-117.1712246,73,253.2,210.09,4.3416,283.29,-0.3,0,,,
03 06 98,10 33 55.000391246,32.68649506,-117.1711632,71,258.4,204.88,4.3445,283.28,-0.3,0,,,
03 06 98,10 33 56.000404531,32.68651173,-117.1711134,77,252.2,211.06,4.3467,283.26,-0.3,0,,,
03 06 98,10 33 57.000417813,32.68653229,-117.1710751,76,248.6,214.64,4.3484,283.24,-0.3,0,,,
03 06 98,10 33 58.000431097,32.68654506,-117.1710298,75,251.1,212.12,4.3504,283.22,-0.3,0,,,
03 06 98,10 33 59.000444376,32.68656951,-117.1709812,73,244.4,218.79,4.3525,283.19,-0.3,0,,,
03 06 98,10 34 00.000457656,32.68660284,-117.1709318,70,239.4,223.76,4.3544,283.16,-0.3,0,,,
03 06 98,10 34 01.000470935,32.68662645,-117.1708784,63,242.3,220.83,4.3567,283.13,-0.3,0,,,
03 06 98,10 34 02.000484208,32.68665395,-117.1708312,64,237.5,225.61,4.3587,283.11,-0.3,0,,,
03 06 98,10 34 03.000497491,32.68668701,-117.1707873,69,234.4,228.67,4.3604,283.07,-0.3,0,,,
03 06 98,10 34 04.000510767,32.68671145,-117.1707332,61,238.7,224.35,4.3627,283.05,-0.3,0,,,
03 06 98,10 34 05.000524039,32.68673368,-117.1706848,56,238.2,224.82,4.3648,283.02,-0.3,0,,,
03 06 98,10 34 06.000537310,32.68676534,-117.1706437,58,233.3,229.69,4.3664,282.99,-0.3,0,,,
03 06 98,10 34 07.000550583,32.68680006,-117.1706029,53,230.6,232.36,4.368,282.96,-0.3,0,,,
03 06 98,10 34 08.000563858,32.68682534,-117.1705629,51,232,230.93,4.3696,282.93,-0.3,0,,,
03 06 98,10 34 09.000577133,32.68685034,-117.1705221,49,232.2,230.71,4.3713,282.91,-0.3,0,,,
03 06 98,10 34 10.000590407,32.68688229,-117.1704779,45,230.6,232.28,4.373,282.88,-0.3,0,,,
03 06 98,10 34 11.000603683,32.68691895,-117.1704476,53,223.3,239.55,4.374,282.85,-0.3,0,,,
03 06 98,10 34 12.000616962,32.68695951,-117.1704148,58,220.7,242.11,4.3751,282.81,-0.3,0,,,
03 06 98,10 34 13.000630232,32.68700201,-117.1703779,59,218.9,243.87,4.3763,282.77,-0.3,0,,,
03 06 98,10 34 14.000643509,32.6870459,-117.1703401,63,217.3,245.43,4.3776,282.73,-0.3,0,,,
03 06 98,10 34 15.000656781,32.68708756,-117.1703023,65,217.6,245.1,4.3789,282.7,-0.3,0,,,
03 06 98,10 34 16.000670054,32.68712812,-117.1702746,67,213.7,248.96,4.3798,282.66,-0.3,0,,,
03 06 98,10 34 17.000683321,32.68717673,-117.1702629,67,204.6,258.02,4.3797,282.62,-0.3,0,,,
03 06 98,10 34 18.000696594,32.68721923,-117.1702368,64,208.3,254.29,4.3804,282.59,-0.3,0,,,
03 06 98,10 34 19.000709865,32.68725006,-117.1701984,64,214.3,248.26,4.3819,282.56,-0.3,0,,,
03 06 98,10 34 20.000723137,32.68729423,-117.1701765,69,206.7,255.82,4.3824,282.52,-0.3,0,,,
03 06 98,10 34 21.000736412,32.68735173,-117.1701576,70,202.4,260.07,4.3826,282.47,-0.3,0,,,
03 06 98,10 34 22.000749687,32.6873984,-117.1701273,65,206.1,256.33,4.3835,282.43,-0.3,0,,,
03 06 98,10 34 23.000762964,32.68743423,-117.1700915,62,210.6,251.8,4.3848,282.4,-0.3,0,,,
03 06 98,10 34 24.000776242,32.68746812,-117.1700565,60,213.2,249.17,4.3861,282.37,-0.3,0,,,
03 06 98,10 34 25.000789519,32.68751173,-117.1700282,64,209.9,252.43,4.3869,282.33,-0.3,0,,,
03 06 98,10 34 26.000802800,32.68756479,-117.1700018,62,207,255.29,4.3876,282.29,-0.3,0,,,
03 06 98,10 34 27.000816077,32.68760479,-117.1699682,57,211.2,251.05,4.3887,282.25,-0.3,0,,,
03 06 98,10 34 28.000829358,32.68763256,-117.1699279,58,217.3,244.93,4.3903,282.23,-0.3,0,,,
03 06 98,10 34 29.000842639,32.68768451,-117.1698957,69,210.1,252.08,4.3913,282.18,-0.3,0,,,
03 06 98,10 34 30.000855924,32.68774673,-117.1698743,85,204.5,257.63,4.3915,282.13,-0.3,0,,,
03 06 98,10 34 31.000869201,32.68778229,-117.1698451,83,210.6,251.5,4.3925,282.1,-0.3,0,,,
03 06 98,10 34 32.000882477,32.68781701,-117.1698151,78,210.2,251.87,4.3936,282.07,-0.3,0,,,
03 06 98,10 34 33.000895757,32.68786006,-117.1697821,75,211.2,250.83,4.3947,282.03,-0.3,0,,,
03 06 98,10 34 34.000909038,32.68790701,-117.1697529,78,208.8,253.19,4.3955,281.99,-0.3,0,,,
03 06 98,10 34 35.000922315,32.68795506,-117.1697268,82,207.1,254.85,4.3962,281.95,-0.3,0,,,
03 06 98,10 34 36.000935587,32.68800006,-117.1696971,82,208.7,253.21,4.3971,281.91,-0.3,0,,,
03 06 98,10 34 37.000948862,32.68804201,-117.1696634,81,210.3,251.58,4.3983,281.88,-0.3,0,,,
03 06 98,10 34 38.000962144,32.68808173,-117.1696243,77,214,247.84,4.3997,281.84,-0.3,0,,,
03 06 98,10 34 39.000975418,32.68812618,-117.169594,75,211.1,250.7,4.4007,281.8,-0.3,0,,,
03 06 98,10 34 40.000988694,32.68817645,-117.1695748,84,206,255.76,4.401,281.76,-0.3,0,,,
03 06 98,10 34 41.000001963,32.68822784,-117.1695607,92,201.7,260.02,4.4011,281.72,-0.3,0,,,
03 06 98,10 34 42.000015222,32.68827812,-117.1695343,93,203.9,257.78,4.4018,281.68,-0.3,0,,,
03 06 98,10 34 43.000028500,32.68832006,-117.1695054,93,205.8,255.84,4.4027,281.64,-0.3,0,,,
03 06 98,10 34 44.000041780,32.68836729,-117.1694815,97,204.1,257.51,4.4033,281.61,-0.3,0,,,
03 06 98,10 34 45.000055055,32.68841756,-117.169459,100,203.1,258.46,4.4038,281.56,-0.3,0,,,
03 06 98,10 34 46.000068330,32.68846062,-117.1694318,101,205.6,255.93,4.4046,281.53,-0.3,0,,,
03 06 98,10 34 47.000081609,32.68850673,-117.1694071,102,204.2,257.29,4.4053,281.49,-0.3,0,,,
03 06 98,10 34 48.000094885,32.68854979,-117.169379,102,206.8,254.65,4.4062,281.45,-0.3,0,,,
03 06 98,10 34 49.000108162,32.68859673,-117.1693507,101,205.8,255.61,4.407,281.41,-0.3,0,,,
03 06 98,10 34 50.000121442,32.68864368,-117.1693215,102,207.3,254.07,4.4079,281.37,-0.3,0,,,
03 06 98,10 34 51.000134733,32.68869229,-117.1692937,108,206.4,254.93,4.4087,281.33,-0.3,0,,,
03 06 98,10 34 52.000148018,32.68874006,-117.1692707,114,205,256.29,4.4093,281.29,-0.3,0,,,
03 06 98,10 34 53.000161302,32.68878673,-117.1692434,114,206.1,255.15,4.4101,281.25,-0.3,0,,,
03 06 98,10 34 54.000174588,32.6888284,-117.1692098,112,209.5,251.72,4.4113,281.22,-0.3,0,,,
03 06 98,10 34 55.000187866,32.68887395,-117.1691946,119,202.6,258.58,4.4115,281.18,-0.3,0,,,
03 06 98,10 34 56.000201151,32.68892645,-117.1691651,111,206.2,254.94,4.4124,281.14,-0.3,0,,,
03 06 98,10 34 57.000214438,32.68897312,-117.1691332,105,207,254.1,4.4134,281.1,-0.3,0,,,
03 06 98,10 34 58.000227730,32.68902173,-117.1691051,113,206.3,254.76,4.4142,281.06,-0.3,0,,,
03 06 98,10 34 59.000241020,32.6890759,-117.1690757,119,205.9,255.11,4.4151,281.01,-0.3,0,,,
03 06 98,10 35 00.000254309,32.68912256,-117.1690418,118,208.6,252.37,4.4162,280.97,-0.3,0,,,
03 06 98,10 35 01.000267595,32.68915756,-117.1689954,110,216.4,244.54,4.4181,280.94,-0.3,0,,,
03 06 98,10 35 02.000280886,32.68919729,-117.1689593,108,214.3,246.61,4.4195,280.91,-0.3,0,,,
03 06 98,10 35 03.000294170,32.68924173,-117.1689287,105,213.4,247.47,4.4205,280.87,-0.3,0,,,
03 06 98,10 35 04.000307452,32.68927868,-117.1688993,99,214.3,246.54,4.4215,280.84,-0.3,0,,,
03 06 98,10 35 05.000320732,32.68932506,-117.1688693,90,211.7,249.1,4.4225,280.8,-0.3,0,,,
03 06 98,10 35 06.000334016,32.68937951,-117.1688426,86,208.2,252.55,4.4232,280.75,-0.3,0,,,
03 06 98,10 35 07.000347308,32.68942312,-117.1688137,87,210.3,250.42,4.4241,280.72,-0.3,0,,,
03 06 98,10 35 08.000360587,32.68946645,-117.1687832,87,210.1,250.58,4.4252,280.68,-0.3,0,,,
03 06 98,10 35 09.000373871,32.68951229,-117.1687598,91,207.4,253.24,4.4258,280.64,-0.29,0,,,
03 06 98,10 35 10.000387159,32.6895609,-117.1687312,94,208.1,252.5,4.4267,280.6,-0.29,0,,,
03 06 98,10 35 11.000400436,32.68960562,-117.1686965,93,210.5,250.06,4.4279,280.56,-0.29,0,,,
03 06 98,10 35 12.000413715,32.68964701,-117.1686684,94,210,250.53,4.4289,280.53,-0.29,0,,,
03 06 98,10 35 13.000426995,32.68969506,-117.1686437,99,207.5,252.99,4.4296,280.49,-0.29,0,,,
03 06 98,10 35 14.000440282,32.68974618,-117.1686215,104,205.5,254.95,4.4301,280.45,-0.29,0,,,
03 06 98,10 35 15.000453573,32.68979118,-117.1685901,100,208.6,251.81,4.4312,280.41,-0.29,0,,,
03 06 98,10 35 16.000466856,32.68983451,-117.1685568,97,210.3,250.07,4.4324,280.37,-0.29,0,,,
03 06 98,10 35 17.000480136,32.6898809,-117.1685273,99,208.7,251.63,4.4334,280.33,-0.29,0,,,
03 06 98,10 35 18.000493421,32.68992562,-117.1684993,102,209.8,250.5,4.4343,280.3,-0.29,0,,,
03 06 98,10 35 19.000506710,32.6899734,-117.1684701,100,208.8,251.46,4.4352,280.26,-0.29,0,,,
03 06 98,10 35 20.000519996,32.69001423,-117.1684371,96,212.1,248.12,4.4364,280.22,-0.29,0,,,
03 06 98,10 35 21.000533282,32.69005618,-117.1684048,96,212,248.19,4.4376,280.19,-0.29,0,,,
03 06 98,10 35 22.000546557,32.69010284,-117.1683746,98,210.9,249.25,4.4386,280.15,-0.29,0,,,
03 06 98,10 35 23.000559840,32.69014951,-117.1683465,98,210.1,250.01,4.4395,280.11,-0.29,0,,,
03 06 98,10 35 24.000573121,32.69019701,-117.1683179,99,209.6,250.47,4.4404,280.07,-0.29,0,,,
03 06 98,10 35 25.000586407,32.69023979,-117.1682907,100,209.8,250.23,4.4413,280.03,-0.29,0,,,
03 06 98,10 35 26.000599689,32.69028395,-117.1682643,99,209.1,250.9,4.4422,280,-0.29,0,,,
03 06 98,10 35 27.000612972,32.69033118,-117.1682407,103,207.1,252.86,4.4429,279.96,-0.29,0,,,
03 06 98,10 35 28.000626258,32.69037368,-117.1682126,106,209.4,250.52,4.4438,279.92,-0.29,0,,,
03 06 98,10 35 29.000639536,32.69041895,-117.1681862,110,207.5,252.39,4.4447,279.89,-0.29,0,,,
03 06 98,10 35 30.000652822,32.69046951,-117.1681604,113,207,252.84,4.4454,279.84,-0.29,0,,,
03 06 98,10 35 31.000666112,32.69051284,-117.1681323,113,208.4,251.41,4.4464,279.81,-0.29,0,,,
03 06 98,10 35 32.000679394,32.69055701,-117.1681026,112,208.7,251.07,4.4474,279.77,-0.29,0,,,
03 06 98,10 35 33.000692671,32.6906059,-117.1680707,108,209.5,250.23,4.4485,279.73,-0.29,0,,,
03 06 98,10 35 34.000705953,32.6906484,-117.1680315,101,213.6,246.09,4.45,279.69,-0.29,0,,,
