Pedestal Latitude (deg):  ,32.70326358,,,,,,,,,,,,
Pedestal Longitude (deg): ,-117.2549643,,,,,,,,,,,,
Pedestal Height (m):      ,121.1730672,,,,,,,,,,,,
Date(mm dd yy),Time(hh mm ss.fsec,Latitude(deg),Longitude(deg),GPSAlt(m),GPSHdg(deg),Tgt Aspect(deg),Range(NMi),Azimuth(deg),Elevation(deg),Tgt Command Alt(m),,,
03 06 98,09 10 06.000593469,32.75251451,-117.2297959,-112,344.8,38.36,3.2252,203.16,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 07.000606753,32.75246979,-117.2297757,-112,343,40.19,3.2231,203.19,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 08.000620036,32.75242618,-117.2297543,-112,341.4,41.83,3.2211,203.23,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 09.000633317,32.75237729,-117.2297348,-109,341.9,41.37,3.2188,203.27,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 10.000646596,32.75232368,-117.2297196,-108,344.1,39.2,3.2161,203.3,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 11.000659871,32.75228118,-117.2297043,-117,342.9,40.43,3.2141,203.33,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 12.000673150,32.75224201,-117.2296807,-119,339,44.37,3.2124,203.37,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 13.000686423,32.75219312,-117.2296623,-118,342.1,41.3,3.2101,203.4,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 14.000699704,32.75214284,-117.2296446,-118,341.8,41.64,3.2076,203.44,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 15.000712981,32.75209062,-117.2296193,-110,339.8,43.68,3.2053,203.48,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 16.000726260,32.75203618,-117.2295954,-107,340.2,43.33,3.2027,203.53,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 17.000739537,32.75197506,-117.2295726,-110,341.4,42.17,3.1998,203.57,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 18.000752817,32.75191534,-117.2295518,-112,341.9,41.71,3.197,203.61,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 19.000766095,32.75186368,-117.2295359,-111,343.1,40.55,3.1944,203.65,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 20.000779374,32.7518159,-117.229519,-108,342.7,40.98,3.1921,203.68,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 21.000792653,32.75177256,-117.2294971,-114,340.4,43.32,3.1902,203.72,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 22.000805935,32.75172618,-117.2294759,-117,340.4,43.36,3.1881,203.76,-0.38,0,,-0.067907593,0.013370556
03 06 98,09 10 23.000819215,32.75168034,-117.2294557,-114,339.9,43.9,3.186,203.8,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 24.000832498,32.7516309,-117.2294346,-114,340.1,43.74,3.1837,203.84,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 25.000845783,32.75158673,-117.2294134,-112,339,44.87,3.1817,203.87,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 26.000859060,32.75154368,-117.2293954,-111,339.9,44.01,3.1797,203.91,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 27.000872343,32.75149562,-117.2293723,-112,338.6,45.35,3.1775,203.95,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 28.000885626,32.75144784,-117.2293501,-113,338.7,45.29,3.1753,203.99,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 29.000898901,32.75141451,-117.2293612,-134,351.9,32.09,3.1733,203.99,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 30.000912182,32.75136868,-117.2293515,-146,345.9,38.12,3.1709,204.02,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 31.000925466,32.75132701,-117.2293293,-143,342.4,41.66,3.1691,204.06,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 32.000938745,32.75128729,-117.2293104,-139,341.2,42.89,3.1673,204.09,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 33.000952023,32.75124256,-117.2292937,-138,341.6,42.52,3.1652,204.12,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 34.000965307,32.75119812,-117.2292732,-131,339.7,44.46,3.1632,204.16,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 35.000978587,32.75114756,-117.2292526,-126,341.2,43,3.1608,204.2,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 36.000991871,32.7510984,-117.2292315,-125,340.2,44.04,3.1586,204.24,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 37.000005155,32.75105312,-117.2292109,-122,340.1,44.18,3.1565,204.28,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 38.000018425,32.75100618,-117.2291904,-120,339.6,44.72,3.1544,204.32,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 39.000031707,32.75095479,-117.2291726,-121,341.5,42.86,3.1519,204.36,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 40.000044993,32.7509034,-117.2291493,-119,339.8,44.6,3.1496,204.4,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 41.000058275,32.75085506,-117.2291315,-116,341.6,42.83,3.1473,204.43,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 42.000071561,32.7508059,-117.2291176,-115,342.9,41.57,3.1449,204.47,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 43.000084840,32.75076034,-117.2290971,-103,340.5,44.01,3.1429,204.51,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 44.000098121,32.75071756,-117.2290746,-96,339.4,45.15,3.141,204.55,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 45.000111400,32.75067729,-117.2290576,-92,339.9,44.68,3.1391,204.58,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 46.000124677,32.75063062,-117.2290396,-91,340.3,44.31,3.137,204.61,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 47.000137952,32.75058368,-117.2290134,-90,337.6,47.06,3.1349,204.66,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 48.000151233,32.75054868,-117.2289971,-89,338.5,46.19,3.1334,204.69,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 49.000164519,32.75050451,-117.2289823,-87,340.1,44.62,3.1313,204.72,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 50.000177803,32.7504534,-117.2289596,-85,339,45.76,3.129,204.76,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 51.000191091,32.75040312,-117.2289423,-82,341.1,43.7,3.1266,204.8,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 52.000204376,32.75035145,-117.2289271,-80,342.7,42.14,3.1241,204.84,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 53.000217658,32.75030284,-117.2289104,-77,342.3,42.57,3.1218,204.87,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 54.000230948,32.7502584,-117.2288929,-72,342.1,42.81,3.1197,204.91,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 55.000244233,32.75020895,-117.2288804,-73,344.4,40.54,3.1173,204.94,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 56.000257519,32.75015645,-117.2288587,-70,341.6,43.39,3.1149,204.99,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 57.000270802,32.75011145,-117.2288304,-63,337.9,47.13,3.113,205.03,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 58.000284091,32.7500634,-117.2288112,-55,340.3,44.77,3.1108,205.07,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 10 59.000297377,32.75001451,-117.2287926,-49,339.9,45.21,3.1086,205.11,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 11 00.000310664,32.74996618,-117.2287734,-49,340.2,44.95,3.1063,205.15,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 11 01.000323948,32.74991895,-117.2287498,-49,338.1,47.09,3.1043,205.19,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 11 02.000337237,32.74986812,-117.2287234,-44,337.6,47.64,3.1021,205.24,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 11 03.000350522,32.74981756,-117.2286965,-38,336.6,48.68,3.0999,205.28,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 11 04.000363803,32.74976479,-117.2286759,-35,338.9,46.43,3.0975,205.33,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 11 05.000377088,32.74971506,-117.2286562,-31,339,46.37,3.0952,205.37,-0.39,0,,-0.067907593,0.013370556
03 06 98,09 11 06.000390368,32.74966229,-117.2286393,-32,340.8,44.61,3.0927,205.41,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 07.000403650,32.74962256,-117.2286201,-34,338.7,46.74,3.0909,205.44,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 08.000416930,32.74958034,-117.2286026,-35,339.3,46.18,3.089,205.48,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 09.000430217,32.74953284,-117.2285804,-34,338,47.52,3.0869,205.52,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 10.000443505,32.74948534,-117.2285571,-28,337.6,47.96,3.0849,205.56,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 11.000456784,32.74943729,-117.2285304,-23,335.7,49.91,3.0828,205.61,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 12.000470065,32.74939256,-117.2284901,-11,329.9,55.76,3.0813,205.66,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 13.000483351,32.74934479,-117.2284682,-2,335.1,50.6,3.0792,205.7,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 14.000496627,32.74929562,-117.2284526,-1,337.1,48.64,3.0768,205.74,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 15.000509914,32.74925173,-117.2284279,0,334.7,51.08,3.075,205.78,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 16.000523199,32.74921312,-117.2284098,-3,337.9,47.92,3.0733,205.82,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 17.000536486,32.74916562,-117.2283979,-6,342.1,43.75,3.071,205.85,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 18.000549762,32.7491159,-117.2283804,-6,340.1,45.79,3.0687,205.89,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 19.000563043,32.74907256,-117.2283551,-6,337,48.93,3.0669,205.93,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 20.000576327,32.74902423,-117.2283401,1,340.8,45.17,3.0646,205.97,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 21.000589613,32.74897479,-117.2283226,8,340,46.01,3.0623,206.01,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 22.000602898,32.74892923,-117.228299,9,337.8,48.25,3.0604,206.05,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 23.000616183,32.74887756,-117.2282862,5,342.5,43.59,3.0579,206.09,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 24.000629467,32.74882923,-117.2282701,6,341.2,44.93,3.0556,206.13,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 25.000642753,32.74878173,-117.2282548,12,342.4,43.76,3.0534,206.16,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 26.000656040,32.7487334,-117.2282354,17,341.1,45.1,3.0512,206.2,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 27.000669318,32.74868201,-117.2282143,4,340.4,45.85,3.0489,206.25,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 28.000682600,32.74863673,-117.2281934,1,339.3,46.99,3.0469,206.29,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 29.000695882,32.74859118,-117.2281762,10,340.3,46.02,3.0449,206.32,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 30.000709160,32.7485409,-117.2281626,14,342.3,44.06,3.0425,206.36,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 31.000722440,32.74849479,-117.2281357,15,337.4,49.01,3.0406,206.41,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 32.000735710,32.74845368,-117.2281076,20,335.2,51.25,3.039,206.45,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 33.000748990,32.74841201,-117.228089,22,337.2,49.29,3.0372,206.49,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 34.000762265,32.74836284,-117.2280696,26,337.7,48.83,3.035,206.53,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 35.000775546,32.74831645,-117.2280496,31,338.1,48.47,3.0329,206.57,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 36.000788825,32.74826868,-117.2280276,34,337.4,49.21,3.0308,206.61,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 37.000802110,32.74822173,-117.2279973,42,334.3,52.36,3.029,206.66,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 38.000815385,32.74817645,-117.2279804,51,338.3,48.4,3.0269,206.7,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 39.000828668,32.7481259,-117.2279662,53,340,46.74,3.0246,206.74,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 40.000841955,32.74807673,-117.2279409,52,337.3,49.49,3.0225,206.79,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 41.000855235,32.74803395,-117.2279198,57,337.6,49.23,3.0207,206.83,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 42.000868514,32.74798951,-117.2279104,64,341.9,44.96,3.0185,206.86,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 43.000881790,32.74793979,-117.2278984,67,342.7,44.19,3.0161,206.89,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 44.000895069,32.74789618,-117.2278784,70,340,46.93,3.0142,206.93,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 45.000908350,32.7478459,-117.2278373,82,333.1,53.9,3.0125,207,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 46.000921623,32.74780034,-117.2278165,87,336.8,50.24,3.0105,207.04,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 47.000934907,32.7477559,-117.2278101,88,341.3,45.77,3.0083,207.07,-0.4,0,,-0.067907593,0.013370556
03 06 98,09 11 48.000948184,32.74771395,-117.2277901,87,337.9,49.2,3.0065,207.1,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 49.000961465,32.74767145,-117.2277676,89,337.1,50.05,3.0047,207.15,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 50.000974743,32.74761979,-117.2277462,93,338.6,48.59,3.0024,207.19,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 51.000988026,32.74757145,-117.2277262,96,338.3,48.93,3.0003,207.23,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 52.000001308,32.74752618,-117.2277065,101,338.3,48.97,2.9983,207.27,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 53.000014570,32.74748423,-117.2276832,102,336.1,51.22,2.9966,207.32,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 54.000027848,32.74743868,-117.227659,109,336,51.36,2.9948,207.36,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 55.000041130,32.74739034,-117.2276398,115,337.9,49.5,2.9926,207.4,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 56.000054407,32.74734645,-117.2276184,113,336.3,51.15,2.9908,207.45,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 57.000067689,32.74730006,-117.2275918,117,335.2,52.29,2.9889,207.49,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 58.000080974,32.74725173,-117.2275698,119,336.5,51.04,2.9869,207.54,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 11 59.000094268,32.74720562,-117.2275493,120,336.5,51.08,2.9849,207.58,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 00.000107552,32.74716006,-117.2275284,122,336.9,50.72,2.9829,207.62,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 01.000120825,32.74711368,-117.2275071,124,336.7,50.97,2.981,207.67,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 02.000134104,32.74706618,-117.2274807,128,335.3,52.41,2.979,207.71,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 03.000147383,32.74701951,-117.2274571,131,335.8,51.96,2.9771,207.76,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 04.000160669,32.74697229,-117.2274354,133,336.2,51.6,2.9751,207.8,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 05.000173956,32.74692312,-117.2274107,137,335.5,52.35,2.9731,207.85,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 06.000187242,32.74687312,-117.2273829,139,334.7,53.2,2.9711,207.9,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 07.000200535,32.74682895,-117.2273604,139,335.2,52.75,2.9692,207.95,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 08.000213817,32.74678118,-117.227339,141,336,51.99,2.9672,207.99,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 09.000227102,32.74673173,-117.2273176,146,337.1,50.94,2.9651,208.04,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 10.000240385,32.74668201,-117.2272976,152,337.6,50.48,2.9629,208.08,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 11.000253678,32.74663145,-117.2272693,158,335.6,52.53,2.9609,208.13,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 12.000266965,32.74658645,-117.2272448,157,335.6,52.58,2.9591,208.18,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 13.000280251,32.74654534,-117.2272223,166,334.6,53.62,2.9575,208.22,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 14.000293537,32.74649729,-117.2272043,174,337.8,50.46,2.9553,208.26,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 15.000306828,32.74645062,-117.2271823,173,336.2,52.11,2.9534,208.31,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 16.000320114,32.74640923,-117.2271598,171,335.4,52.95,2.9517,208.35,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 17.000333404,32.7463559,-117.2271434,175,339.5,48.89,2.9493,208.39,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 18.000346696,32.74630562,-117.2271254,176,339.3,49.14,2.9471,208.44,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 19.000359986,32.74625729,-117.2271034,178,338.6,49.88,2.9451,208.48,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 20.000373270,32.74621229,-117.2270832,181,338.2,50.33,2.9432,208.53,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 21.000386555,32.74616645,-117.2270609,180,337.8,50.77,2.9413,208.57,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 22.000399841,32.7461209,-117.2270398,182,337.6,51.01,2.9394,208.61,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 23.000413127,32.7460784,-117.2270179,187,336.4,52.26,2.9377,208.66,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 24.000426408,32.74602923,-117.2270004,192,339,49.7,2.9355,208.7,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 25.000439693,32.74598479,-117.2269834,193,338.9,49.84,2.9336,208.74,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 26.000452977,32.7459409,-117.2269621,191,337.8,50.98,2.9318,208.78,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 27.000466269,32.74589368,-117.2269387,190,337.6,51.23,2.9298,208.83,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 28.000479553,32.74583951,-117.2269226,194,340.8,48.08,2.9274,208.88,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 29.000492845,32.74579479,-117.2268971,200,336.8,52.12,2.9256,208.92,-0.41,0,,-0.067907593,0.013370556
03 06 98,09 12 30.000506136,32.74575368,-117.2268696,201,335.1,53.87,2.9241,208.97,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 31.000519429,32.74570923,-117.2268512,201,337.3,51.71,2.9222,209.01,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 32.000532725,32.74566034,-117.2268348,201,339.4,49.65,2.9201,209.05,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 33.000546019,32.74560701,-117.2268137,202,339.3,49.8,2.9178,209.1,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 34.000559313,32.74555895,-117.2267901,202,338,51.15,2.9158,209.15,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 35.000572600,32.74551868,-117.2267618,208,334.6,54.6,2.9144,209.2,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 36.000585884,32.74547312,-117.2267398,209,336.6,52.64,2.9126,209.24,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 37.000599176,32.74542534,-117.2267168,211,336.1,53.19,2.9106,209.29,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 38.000612461,32.74539451,-117.2266893,216,331,58.33,2.9097,209.33,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 39.000625746,32.74534895,-117.2266659,218,334.9,54.48,2.9079,209.38,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 40.000639030,32.74530284,-117.2266454,208,335.1,54.33,2.906,209.43,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 41.000652322,32.74525812,-117.226629,203,337.8,51.67,2.904,209.47,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 42.000665610,32.74520923,-117.2266154,208,340.6,48.91,2.9018,209.51,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 43.000678899,32.74515979,-117.2265965,213,339.9,49.65,2.8997,209.55,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 44.000692192,32.74511451,-117.2265748,219,339,50.6,2.8979,209.6,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 45.000705476,32.74506729,-117.2265576,222,340.5,49.14,2.8958,209.64,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 46.000718741,32.74501062,-117.2265479,200,334.6,55.08,2.8931,209.68,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 47.000732043,32.74497229,-117.2265176,211,336.6,53.13,2.8918,209.73,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 48.000745321,32.74492034,-117.2265046,208,340.7,49.07,2.8895,209.77,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 49.000758600,32.74487673,-117.2264921,207,341.1,48.71,2.8875,209.81,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 50.000771876,32.74483479,-117.2264957,194,349.8,40.03,2.8852,209.83,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 51.000785157,32.74479118,-117.2264854,191,345.6,44.27,2.8832,209.87,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 52.000798438,32.7447434,-117.226464,189,343.5,46.41,2.8812,209.91,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 53.000811720,32.74469368,-117.2264476,188,344.6,45.36,2.8791,209.96,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 54.000824994,32.74464423,-117.2264398,193,347.4,42.59,2.8767,209.99,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 55.000838269,32.74459618,-117.2264232,194,344.5,45.54,2.8746,210.04,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 56.000851549,32.74455173,-117.2263793,203,333.6,56.5,2.8734,210.1,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 57.000864825,32.74450756,-117.2263587,201,338.8,51.35,2.8716,210.15,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 58.000878098,32.74445784,-117.2263515,203,342.6,47.58,2.8692,210.18,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 12 59.000891380,32.74441034,-117.2263382,201,342.7,47.52,2.8671,210.22,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 00.000904657,32.7443634,-117.2263198,201,341.9,48.37,2.8651,210.27,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 01.000917942,32.74431645,-117.2263029,202,342.5,47.81,2.8631,210.31,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 02.000931224,32.74426812,-117.2262798,204,340.1,50.26,2.8612,210.36,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 03.000944507,32.74421868,-117.2262621,202,341.8,48.61,2.859,210.41,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 04.000957793,32.74416868,-117.2262554,195,346,44.44,2.8566,210.44,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 05.000971076,32.7441184,-117.2262426,193,345,45.48,2.8543,210.48,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 06.000984359,32.74406673,-117.2262221,193,343.7,46.83,2.8522,210.53,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 07.000997642,32.74401784,-117.2261982,194,341,49.58,2.8503,210.58,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 08.000010914,32.74397812,-117.2261832,192,342.4,48.22,2.8486,210.62,-0.42,0,,-0.067907593,0.013370556
03 06 98,09 13 09.000024179,32.74393006,-117.2261646,188,341.5,49.17,2.8466,210.67,-0.43,0,,-0.067907593,0.013370556
03 06 98,09 13 10.000037464,32.74388256,-117.2261407,186,339.5,51.22,2.8447,210.72,-0.43,0,,-0.067907593,0.013370556
03 06 98,09 13 11.000050748,32.74383868,-117.2261143,194,337.4,53.37,2.8431,210.77,-0.43,0,,-0.067907593,0.013370556
03 06 98,09 13 12.000064029,32.74378868,-117.2260921,198,338.9,51.92,2.8411,210.82,-0.43,0,,-0.067907593,0.013370556
